,Belge grubu,Belge adı,EMP STAT,FAM CH,MARITAL,AGE GRP,REGION,Q.1. JOB-SECURE,Q.2. HOW-AFF,Q.3. FAULT,Q.3A COMMENTS FAULT,Q.4. HOLS,Q.4A.  HOLS OTHER COMMENTS,Q.5 PURCHASES,Q.5A. COMMENT PURCHASES,no
157,0,RESP431,5,1,1,1,1,4,Being a plumber I don't think I'll ever really have to worry,"BANKS, EURO",,2,,1,,158
158,0,RESP432,1,1,1,2,0,3,I work in a school and I know I can work anywhere but I don’t feel secure about the school itself,BANKS,,3,,1,Apart from the holiday my husband bought an i-phone and an IPAD.  I'm a bit anti that sort of expenditure - theres no way he had to do that and it means more time with his head buried in electronic things. I think we've lost our way a bit these days - people think they must have the latest gadgets but all they are is another barrier between yourself and nature or yourself and other people. ,159
159,0,RESP433,1,0,1,1,1,4,I don't think I'm as affected as other people I know but I see it at work as I'm a GP.,BANKS,,3,,1,,160
160,0,RESP435,4,1,3,4,1,3,"I want to have some building work done, but feeling too nervous about the banks again",BANKS,,0,,1,,161
161,0,RESP437,1,1,1,2,1,2,We know our jobs are on the line. Its really bad morale at work,BANKS,,0,,0,Can't really remember anything ,162
162,0,RESP439,1,1,1,1,0,2,Everyone's just keeping their head down at work. You try not to think the worst will happen to you.,"BANKS, EURO",We need the banks to be healthy and we need them to be run by good brains - but what we don't need is that they turn into such a complex multi-national betting shop they don’t know what the implications of what they are doing. As for europe - well that’s just full of undemocratic office boys making sure they get all their allowances . I could go on. They haven't got a clue. ,3,,1,,163
163,0,RESP440,5,1,1,1,0,2,I'm losing contracts,BANKS,,1,We have decided to spend any spare money on the home. But our main priority is to not spend on any large items this year ,1,We did have to buy  a  second hand car for our son and the tax. Was either that or ferry him to work 15 miles. No buses well not that could be relied on to be at right times. ,164
164,0,RESP443,5,1,0,3,0,2,I owe 1500 on my credit card. I hate being in debt.,BANKS,,3,,0,,165
165,0,RESP445,5,1,1,2,0,2,Losing work.,BANKS,,2,,1,Only necessities but some of them are big items like a family computer - you might not class that as an essential but actually it is these days,166
166,0,RESP446,4,1,0,4,1,5,"I've got a private  pension still to mature, I think thatw ill be reduced in value.","BANKS, EURO",,3,,1,,167
167,0,RESP449,5,1,1,2,0,1,Having to chase work much more than I used to. I work for two different farms but that’s not enough. I used to work full time just for one employer,BANKS,,1,,1,,168
168,0,RESP458,4,1,0,4,1,5,I feel different to what I thought I'd feel. Have been looking forward and dreading  retirement but now all I feel is worry about my family thats got to cope with all this for years and years to come,"BANKS, EURO",,3,,1,I am in prcess of paying out for building work. So far paid for the designs and planning - that came to £1400,169
169,0,RESP459,1,1,1,4,1,4,My job is OK - but theres a pay freeze. Pity the rail fares don’t freeze as well. I ammore worried about my grownup children and how they will cope,"BANKS, EURO",,2,"We are saving to provide back-up in case of a family crisis, Making a conscious decision not to spend this year.",1,,170
170,0,RESP460,6,0,2,0,1,0,I've never had a proper job. That’s just not right is it. ,,,0,,1,,171
171,0,RESP468,6,0,1,0,1,0,Got married a year ago. Been unemployed for 6 months. Not the start we'd  hoped,BANKS,Bastards. ,2,The wife lives in cuckoo land..thinks we should still have a holiday.  She's still got her job. But we've got debts you wouldn't beleive after the wedding.,1,We bought a labradoodle - or the wife did 5 months ago.  That was £550 and the rest -we can't really afford a dog and all the bills its just another pressure but she does not see it that way. ,172
172,0,RESP473,1,0,1,4,0,2,I manage a pub. Custom is down no doubt about it. I've had to lose some staff - or put them on shorter shifts. This was my dream but I chose the wrong time to do it. ,BANKS,I could write a book.I am so angry and no--ne seems to be able to do anything about it? getting our money back I mean from the banks. The recession is down to people not doing their jobs properly and getting paid a fortune to do it. The countryside is dying for want of jobs they have just made it ten times worse. ,0,,1,,173
173,0,RESP474,1,1,1,4,1,2,I put my hand in my pocket quite a lot for my sons I'm not sure I can retire yet. ,BANKS,,2,,1,,174
174,0,RESP481,5,1,0,2,0,2,Difficult times. Haven't got much to pass on to kids. Their job security is what I worry about. If they get  jobs that is. Travel around here has got more difficult if you don't have a car so I've had to buy a car fro my son just so he can get to his new job.,BANKS,Its about as far away from my problems as it can be. Think they are nothing short of crooks on the make. I feed people in my job- work hard get my hands dirty doing it. I just get by.  Somethings wrong about this world when a fatcat can sit on his arse and get paid millions in a bonus for putting us into debt for 2 generations.,2,,1,,175
175,0,RESP483,6,0,2,0,0,0,Made redundant from feed plant a month past. Where else am I gonna get a job?,"EURO, GOVERNMENT",,1,No way can I go on holiday. My credit card is stacked up. ,0,,176
176,0,RESP485,4,1,3,4,1,3," In one way I'm not affected, just don’t feel the same about the future though",BANKS,It’s the repayment by the banks - not sure I understand when that happens? I just feel we have let them get on with it because we don’t understand enough about what they are doing.,0,,1,I had to get my car through its MOT not sure if that counts as non-essential but it cost  £900.I knew it was going to be bad but probably made a mistake taking it to the main dealer I bought it from. I  do think that it would be nice to get a newer car but its a big step when its coming out of savings and nothing will replace that now I've stopped working. Mentally thats a big step and I'm kind of thinking now isn't the time to be spoiling myself. Doesn't seem quite right.,177
177,0,RESP486,6,1,1,2,1,2,LOST MY JOB FOR A START. HOW MUCH WORSE CAN IT GET,BANKS,,0,JOKING RIGHT?,1,,178
178,0,RESP487,1,1,1,1,0,2,My business is all about people spending and enjoying themselves. Its still going on but people are being careful,"BANKS, EURO",,3,,1,,179
179,0,RESP494,2,1,2,3,1,2,I'm on short time -I'd feel worse about it if I was the only one but I'm not,"EURO,BANKS",We haven't got any power to do anything about the situation we are just the victims in all this. The bankers just carry on making money to line their own pockets,2,I can only just get by at the moment but it is really difficult feeling that I might not even be able to go anywhere this year.  I always take a holiday abroad.,1,Well the holiday is the really big item that we might not go for this year. Its dificult not to spend large amounts on things for modern life though. ,180
180,0,RESP495,2,0,3,4,1,4,I've chosen to defer my pension mainly because I was allowed to keep my jo. Haven't really come to terms with giving up working,BANKS,,3,,1,,181
181,0,RESP502,4,0,1,4,1,5, ,BANKS,,3,,1,,182
182,0,RESP503,4,1,1,4,1,5,"Well less to live on that’s for sure, less pension I mean than I would have had 2 years ago","BANKS,GOVERNMENT, EURO",It’s a msytery too me how they have managed to make such a mess of it all. Banks and government we are completely at their mercy but we can't do anything about it.,3,Definitely - you can't take it with you.,1,,183
183,0,RESP508,4,1,1,4,1,5,My  pension - I'm going to be struggling.,BANKS,,3,,1,,184
184,0,RESP510,1,1,1,2,1,3,"I've always got one eye on the bank balance now, never been in debt before bt I am now.","BANKS, EURO",Bloody banks - and Europe whats it actually done for this country. We've just been subsidizing the Greeks so they can run away when its time topay it back. Not that I bame the people - its their goverments I blame.,2,,1,,185
185,0,RESP515,1,0,1,2,0,2,,"BANKS, EURO",,0,Going to stay with mother-in-law by the sea for a few days. That don'tcount as a holiday.  ,1,Keeping the rain off our heads is the main thing. We had to fix our roof - shouldve been the landlord but he just weren't getting on with it. Whats to do? ,186
186,0,RESP516,5,1,1,2,0,1,Starting dates for work. Gone to pot. Hows a builder supposed to survive in this climate,BANKS,,1,,0,,187
187,0,RESP517,2,1,1,3,0,2,Never thought I’d  feel lucky about being part-time..but at least I got used to being poorer than some. People don’t know how to be be poor any more they depend on so many luxuries,BANKS,,0,,1,,188
188,0,RESP518,4,1,2,4,1,5,,"BANKS, GOVERNMENT",,3,,1,,189
189,0,RESP520,5,1,0,3,0,1,Crap-all support from government -nothing from banks -how can my business survive all this.,BANKS,,3,,1,,190
190,0,RESP521,4,1,0,4,1,5,,"BANKS, GOVERNMENT",,2,,1,,191
